Word,Joy,Optimism,Admiration,Acceptance,Fear,Apprehension,Amazement,Surprise,Loathing,Disgust,Rage,Anger,Anticipation,Interest,Sadness,Disapproval,Appreciation,Grief,Love
scared,0,0,0,0,0.5983263,0.11926757,0,0,0.029541323,0,0,0.15296556,0,0,0,0,0,0,0
worried,0,0,0,0,1,0.17263699,0,0,0.0837391,0.07482142,0.05952317,0.13539098,0,0,0.16195565,0.07307079,0,0.14487056,0
frightened,0,0,0,0,0.5466754,0.12747169,0,0,0,0,0.10472241,0.043291893,0,0,0,0.07545673,0,0.028130112,0
timid,0,0,0,0,0.13595496,0.078272834,0,0,0.021732591,0.0203836,0.020274347,0,0,0,0,0,0,0,0
shaky,0,0,0,0,0.0751376,0.07922235,0,0,0.010405741,0,0,0,0,0,0,0,0,0,0
quaking,0.1107272,0,0,0.038077284,0.13047358,0.1616986,0,0.17311712,0.17529742,0.10441052,0.09276025,0,0,0,0.10810084,0.059861604,0,0.09548501,0
amazing,0.030492933,0.014278553,0.24197166,0,0,0,0.41527236,0.28415364,0,0,0,0,0,0,0,0,0.12053027,0,0.14491023
awesome,0.0684252,0,0.17046964,0,0,0,0.28141248,0.12614936,0,0,0,0,0.026509909,0.060781576,0,0,0.13519274,0,0.09332713
brilliant,0.061399512,0.037470385,0.23540325,0,0,0,0.047808003,0.09044459,0,0,0,0,0,0.053372834,0,0,0,0,0.1377241
useful,0,0.05645089,0,0,0,0,0,0,0,0,0,0,0,0.15837826,0,0,0,0,0.06611174
useless,0,0,0,0,0.015513628,0.06883878,0,0,0.015321883,0.097879834,0.08767333,0.04323241,0,0,0,0.010973164,0,0.09546069,0
terrific,0.072270915,0,0.08126461,0,0,0,0.15746094,0.117310524,0,0,0,0,0.07508541,0.0809223,0,0,0.110574685,0,0.12209586
horrible,0,0,0,0,0.104173675,0.053651318,0,0,0,0.08371065,0.12346253,0,0,0,0.12742758,0.076148376,0,0.18930936,0
terrifying,0,0,0,0,0.23894529,0.100876905,0,0,0.063016035,0,0.16267361,0.048823565,0,0,0.08907118,0,0,0.07654527,0
horrifying,0,0,0,0,0.8191587,0.3421643,0,0,0.06895001,0.03840112,0.025985822,0.062491167,0,0,0.069282405,0.046947576,0,0.13095942,0
adore,0.23805127,0.11041565,1,0.20307533,0,0,0.3801248,0.08218862,0,0,0,0,0.17493084,0.10069592,0,0,0.25621343,0,1
adoration,0.23805127,0.11041565,0.99874127,0.20307533,0,0,0.3801248,0.08218862,0,0,0,0,0.17493084,0.10069592,0,0,0.25621343,0,0.60914546
attachment,0.07652435,0.06384246,0.20609367,0.08048366,0,0,0.11679642,0.017470725,0,0,0,0,0.035756156,0.1197723,0,0,0.17646986,0,0.1721522
attract ,0,0,0.46679905,0.047294084,0,0,0.117222115,0.11024554,0,0,0,0,0,0.23240817,0,0,0.10254565,0,0.45123312
attraction,0,0,0.26679905,0.047294084,0,0,0.117222115,0.11024554,0,0,0,0,0,0.23240817,0,0,0.10254565,0,0.25123312
amuse ,0.3117193,0.097438745,0.3442384,0.103309326,0,0,0.53448224,0.2560874,0,0,0,0,0.14237006,0.07246269,0,0,0.13450666,0,0.08315413
amusement,0.3117193,0.097438745,0.3442384,0.103309326,0,0,0.53448224,0.2560874,0,0,0,0,0.14237006,0.07246269,0,0,0.13450666,0,0.08315413
cautious,0.055280507,0.31317747,0.062750354,0.03128639,0.20905267,0.162143,0,0.061266266,0.07688637,0.048842065,0.062069356,0.04907893,0.20504525,0.042915054,0.09332909,0.085284606,0.07806394,0.039029293,0.023502285
charmed,0.06654811,0.08233861,0.20676155,0.08330969,0,0,0.3572646,0.32500792,0,0,0,0,0,0.090735205,0,0,0.051763114,0,0.06407773
sardonic,0.04133574,0.12909925,0.01,0.05161633,0,0.027946321,0,0,0,0.030438067,0.0481295,0.02314093,0,0,0.1782194,0.09134249,0,0,0
satisfy,0.62508054,0.19853832,0.49720962,0.22434561,0,0,0.3195592,0.21993539,0,0,0,0,0.22190322,0.15264222,0,0,0.14121535,0,0.11684589
satisfaction,0.42508054,0.19853832,0.29720962,0.22434561,0,0,0.3195592,0.21993539,0,0,0,0,0.22190322,0.15264222,0,0,0.14121535,0,0.11684589
woe,0,0,0,0,0.099978626,0.13727844,0,0,0.12309389,0.08465543,0.1276733,0.120411836,0,0,0.3211465,0.08733607,0,0.32545975,0.050576072
wonder,0.14550667,0.06949143,0.3308301,0,0,0,0.5036934,0.3141965,0,0,0,0,0.07574555,0.13353185,0,0,0.064914264,0,0.13564306
smug,0.08569437,0.1715707,0.073615424,0.07264196,0.028442642,0.1881228,0,0,0.14238821,0.17113236,0,0.07932606,0,0,0.13133171,0.05490576,0,0,0
rejection,0,0,0,0,0.0853688,0.1393791,0,0,0.17352232,0.25513852,0.062080517,0.19894664,0,0,0.13984609,0.4500546,0,0.054387957,0
relief,0.26202157,0.058056943,0.06416856,0.10670435,0.09320968,0.121393465,0.21164335,0.08459723,0.101007186,0.18456483,0.09386001,0.16964343,0,0,0.17543964,0.0831643,0,0.16426218,0.046093218
relieved,0.26202157,0.058056943,0.06416856,0.10670435,0.09320968,0.121393465,0.21164335,0.08459723,0.101007186,0.18456483,0.09386001,0.16964343,0,0,0.17543964,0.0831643,0,0.16426218,0.046093218
repentance,0.15142557,0.025512854,0.13610429,0.2037338,0,0.12209828,0.058209278,0.033512954,0.12661725,0.13204496,0.11728032,0.16138764,0,0.021982852,0.15843876,0.05973649,0.003393981,0.22068039,0.1513898
resent,0,0,0,0,0.16920628,0.065779686,0,0,0.14488256,0.045867737,0.098011106,0.1857104,0,0,0.011915307,0.17539753,0,0,0.04864677
resentfully,0,0,0,0,0.16920628,0.065779686,0,0,0.54488256,0.45867737,0.98011106,0.1857104,0,0,0.011915307,0.17539753,0,0,0.04864677
rapture,0.4531952,0.15474659,0.24484873,0,0,0,0.44867375,0.18939918,0,0,0,0,0.3295732,0,0,0,0,0,0.0991053
peaceful,0.04585954,0.077047326,0,0.59621923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04649924
pensive,0,0,0,0,0.05669343,0.10333616,0,0,0.013728131,0,0.027943693,0.030986654,0.037128508,0,0,0,0,0,0
mortify,0,0,0,0,0.47996946,0.27030593,0,0,0.53276868,0.48133473,0.11839322,0.15350834,0,0,0.54639844,0.15371025,0,0.3396121,0
mortification,0,0,0,0,0.047996946,0.27030593,0,0,0.33276868,0.28133473,0.11839322,0.15350834,0,0,0.34639844,0.15371025,0,0.3396121,0
humiliate,0,0,0,0,0.25487532,0.28499348,0,0,0.51638926,0.49594943,0.36234003,0.43278745,0,0,0.47490085,0.17050989,0,0.5594376,0
humiliation,0,0,0,0,0.15487532,0.18499348,0,0,0.31638926,0.29594943,0.16234003,0.23278745,0,0,0.37490085,0.17050989,0,0.3594376,0
hurt,0,0,0,0,0.22711204,0.08383386,0,0,0.053023085,0.08899334,0.077163756,0.1517719,0,0,0.14869556,0.067887954,0,0.13247858,0
hysteria,0,0,0,0,0.60448766,0.26833084,0,0,0.3413092,0.211726,0.392058,0.22844158,0,0,0.1817374,0,0,0.16173966,0
hysterically,0,0,0,0,0.60448766,0.26833084,0,0,0.3413092,0.211726,0.392058,0.22844158,0,0,0.1817374,0,0,0.16173966,0
flustered,0,0,0,0,0.06442677,0.020454613,0,0,0.003773317,0.01256,0.034957517,0.09082994,0,0,0,0,0,0,0
fondness,0.15789929,0.123784155,0.4672257,0.10032918,0,0,0.20620024,0,0,0,0,0,0.052378755,0.22983555,0,0,0.3142693,0,0.29048544
fright,0,0,0,0,0.7666068,0.75805664,0,0,0.37169388,0.37358198,0.31972116,0.16326174,0,0,0.30893075,0.16346675,0,0.29178518,0
envious,0,0,0,0,0.06037975,0.06307965,0,0,0.21620122,0.1,0.026902996,0,0,0.02197412,0,0,0.047086276,0,0
contempt,0,0,0,0,0.19508837,0.29893306,0,0,0.501394,0.5219945,0.27987868,0.3656006,0,0,0.21550632,0.38695005,0,0.10925655,0
compassion,0.20276521,0.24965303,0.34258062,0.108582795,0,0,0.1412389,0.026758865,0,0,0,0,0,0.07436805,0,0,0.22035575,0,0.37030393
complacent,0,0.1952661,0.0567,0.07136614,0.062037762,0.0797265,0,0.1068106,0,0,0,0,0,0.038115513,0,0,0.04576797,0,0
empathy,0.1538565,0.24138577,0.49613276,0.16211212,0,0,0.23982541,0.085140966,0,0,0,0,0.07229498,0.085140966,0,0,0.29965308,0,0.20341559
raw,0,0,0,0,0.054216508,0,0.029917216,0.015292716,0,0.05823166,0.1241591,0.124740414,0.05627954,0.040782463,0.007742355,0,0.03245387,0.07595311,0.044078298
vehemently,0.06303241,0.05466732,0.0525689,0,0.09076161,0.007500067,0.042235404,0.05141852,0.039741483,0.011341775,0.08265646,0.13264482,0.003486757,0.035788506,0.046264943,0.30049896,0,0,0.016498137
forlorn,0.011197737,0.043619134,0,0,0.058228992,0.050786193,0,0,0.058837857,0.07664785,0.04694061,0.010921233,0,0,0.19832143,0,0,0.1219439,0
feisty,0,0.05172805,0.030489568,0,0,0,0,0,0,0,0.035346292,0,0,0.03766789,0,0,0,0,0.034520045
defiant,0.013346737,0.18691996,0.048944205,0.107248396,0.056124303,0.03496417,0.059001483,0.03331275,0.06895468,0.09938013,0.15159887,0.16239485,0.06254841,0,0.06232261,0.18291405,0,0.051109627,0
curious,0.09005006,0.099994555,0.15181056,0.013366137,0.070720986,0.09183973,0.18923031,0.2144412,0.14294977,0.11771155,0.08179027,0.07203641,0.09401339,0.2921547,0.06979387,0.08935081,0.11187036,0.041964475,0.061822332
inquisitive,0,0.070123106,0,0,0,0.042323455,0.10936195,0.05036318,0,0,0,0,0,0.13197209,0,0,0.04253545,0,0.033897996
clever,0,0.03206687,0.047525406,0.011557533,0,0,0.049801726,0.14147651,0,0,0,0,0,0.072593644,0,0,0,0,0.047794055
haughty,0,0,0,0,0.037948016,0.010368846,0,0,0.04658056,0,0,0.046905458,0,0,0,0.07022386,0,0,0
hatred,0.06897499,0.1286009,0.3153313,0,0.32842085,0.13026527,0.16928506,0,0.9282625,0.3670477,0.5260244,0.5765253,0.015280667,0.06158497,0.21924911,0.14459498,0.025645357,0.22990505,0.20999497
hate,0.031943683,0.021958554,0.1887799,0.037272085,0.328421,0.048749957,0,0,0.928263,0.367048,0.13950515,0.13829362,0,0,0.05512653,0.20968091,0,0.06607437,0
mean,0,0,0,0,0.23046881,0.015549025,0,0,0,0,0.01376857,0.015035563,0,0,0.027224082,0.26655387,0,0.03636649,0.0986449
nasty,0,0,0,0,0.06818924,0,0,0,0.050397426,0.06296462,0.08676529,0,0,0,0,0.10141699,0,0,0
naughty,0.08065741,0.04354263,0,0,0,0,0.08415502,0.1346074,0,0,0.019081937,0.00554304,0,0.06375609,0.011865096,0.29137233,0,0,0
patient,0,0.20135412,0.050234735,0.014853102,0,0,0.009317499,0,0,0,0,0,0,0.02351263,0,0,0,0,0
obnoxious,0,0,0,0.041207504,0.015512769,0.08700665,0,0,0.03764877,0.108354695,0.041311778,0.031194331,0,0.030134441,0,0.15139957,0,0,7.63E-05
obstinate,0,0.06752604,0.017820276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revere,0.09910804,0.24417907,0.7810769,0.03090352,0.313454,0.2094206,0.33397302,0.031751353,0.43164584,0.23545296,0.039903305,0.06079847,0.13016263,0.13503626,0.24681285,0.19421591,0.34308714,0.19433698,0.12212191
reverence,0.09910804,0.24417907,0.5810769,0.03090352,0.713454,0.2094206,0.33397302,0.031751353,0.43164584,0.23545296,0.039903305,0.06079847,0.13016263,0.13503626,0.24681285,0.19421591,0.34308714,0.19433698,0.12212191
ridiculed,0.056755666,0,0,0,0.13323218,0.19021209,0,0,0.32548425,0.36626402,0.099430464,0.197309,0,0,0.13318487,0.338486,0,0.08408646,0
restrained,0.08057106,0.05797574,0.056045085,0,0.12121458,0.15890643,0.002837316,0,0.042913225,0.071186356,0.20800489,0.17256811,0.11366122,0.027049784,0.039230168,0.072087474,0.049809832,0.089551516,0.031053424
sweet,0.08944291,0.03398178,0.024043428,0.021587914,0.017149294,0,0.031144133,0.086009234,0.048328828,0.007231448,0,0,0.098032765,0.002070537,0.08479463,0.004798588,0.016861364,0,0.016892126
tender,0.06752385,0,0.07751487,0.14709203,0.006580954,0,0,0,0.006284611,0,0.006552691,0.01159807,0.030646568,0.037848894,0.11815571,0.054833017,0,0.13835701,0.20127347
trepidation,0.28426036,0.28194138,0.31849667,0.029315937,0.64421374,1,0.4844,0.12228031,0.45908305,0.33353737,0.13284537,0.18752159,0.30691305,0.023280287,0.486707,0.23824023,0.06897647,0.21762885,0
valiant,0,0.015109907,0.18240982,0.022860033,0.05128564,0.017650804,0,0,0.04542457,0,0.009263549,0,0,0.002758752,0.007517944,0,0.021579403,0.03523943,0.015016828
victory,0.09799289,0.05650372,0.050264392,0.07377318,0.013742873,0.0248628,0,0.010089858,0.038711123,0,0.026004542,0,0.050496284,0.011659643,0,0,0,0,0.03147646
victorious,0.09799289,0.05650372,0.050264392,0.07377318,0.013742873,0.0248628,0,0.010089858,0.038711123,0,0.026004542,0,0.050496284,0.011659643,0,0,0,0,0.03147646
mad,0.08678661,0,0.009382271,0.003974971,0.07552279,0,0,0,0.015195206,0.027601581,0.22603314,0.12747028,0.045476884,0.019478355,0,0,0,0,0.056705527
vindictive,0,0.033681717,0.02590447,0,0.09313713,0.03989197,0,0,0.14728315,0,0.11265481,0.055725824,0,0.06078744,0,0.09250257,0,0,0.021711525
vociferous,0.042283352,0.007297173,0.09633555,0.012295534,0.04360704,0.021977177,0.11605433,7.17E-04,0.17928304,0.09878197,0.06965499,0.07118367,0,0.037850067,0,0.18117239,0,0.008246847,0.040796753
violent,0.013901135,0.05292676,0,0.010149591,0.09769923,0.066612855,0.011129792,0.019727476,0,0,0.28267246,0.15195505,0,0.042412195,0.020462712,0,0,0.04329363,0.041280266
vocal,0,0.043816693,0,0,0.045112636,0.03531978,0,0,0,0,0.11335704,0.07224819,0,0,0.03332782,0.061715886,0,0.018710332,0
wary,0,0.09336627,0.038795568,0.062402885,0.3784325,0.13890912,0.019992072,0.056870785,0.085611,0,0,0.13078326,0.059861716,0.12113274,0,0.044874195,0,0,0.009246589
weary,0.029113986,0.05731765,0.006224829,0.13517478,0.10227561,0,0.05492092,0.014147689,0,0.09947037,0.015187047,0.070156425,0.057140127,0.041320253,0.009137197,0.04533636,0,0.006221858,0
wicked,9.32E-04,0,0,0,7.26E-04,0.030329073,0.007392058,0.035153467,0.06998109,0.093176946,0.14761019,0.046093524,0.042169187,0.001868525,0.033935282,0.0790521,0,0,0.01770084
wonder,0.116891965,0.06949143,0.26140535,0,0.2132978,0.06632244,0.25716195,0.117398985,0.090195335,0.06157506,0.08337273,0.06972031,0.054268084,0.031137435,0.057446975,0.020680768,0.048815053,0.0742864,0.09231307
wrath,0.01734432,0,0.21852843,0,0.14082906,0.07319124,0.11107325,0.032115996,0.38095376,0.2812491,0.68515146,0.657058,0,0.031626716,0.025813796,0.3198529,0.055734783,0.13936378,0.06810413
zeal,0.19036393,0.24982157,0.23335281,0,0.08903341,0.089339234,0.060663845,0,0.20699279,0.094509505,0.17932382,0.043507174,0.14357875,0.13778187,0,0,0.09905498,0,0.13378425
tame,0.002692324,0,0.01321629,0.04778389,0.008121759,0.05198332,0.011999779,0.02698577,0,0.006530203,0.13745217,0.05176722,0,0.026019296,0,0,0.03451585,0,0.08009324
lame,0,5.25E-04,0,0.035629395,0,0.031937074,0.020035988,0.012465531,0,0.014962884,0,0,0,0.034632552,0,0,0,0,0
shame,0.21430708,0.018356482,0.13804185,0.032270767,0.20004977,0.20072746,0.22494486,0.085118964,0.17913993,0.37334883,0.26909983,0.33229786,0.08330728,0.02327924,0.5049835,0.24620861,0.037617024,0.40824386,0.047794387
perky,0,0.06934535,0,0.004364872,0,0.045789167,0.04388526,0.051665585,0,0,0,0,0,0.032184966,0.016127324,0.002833631,0,0,3.69E-04
pride,0.397805,0.39199975,0.35035974,0.12996197,0.25537667,0.2182127,0.27300814,0.10852543,0.22067162,0.25206783,0.30343038,0.35432586,0.17433666,0.10311386,0.2534575,0.11840666,0.16287301,0.26551172,0.19652162
lazy,0,0.020709358,0.020240227,0.09133327,0.03688342,0.043979038,0,0,0,0.037922952,0.021888597,0,0,0.020393847,0,0,0,0,0.03302925
lively,0.09182031,0.023523105,0,0,0,0,0.022083292,0.02593009,0.004081656,0,0.005128299,0,0,0.08833544,0,0,0.01675843,0,0.059442997
indifferent,0,0.010314168,0.031042691,0.07108407,0.032190766,0,0.07245484,0,0.017352218,0.13894945,0.007210514,0,0,0.17681174,0,0.13649875,0.052969683,0,0.06743014
optimistic,0.13554525,0.9052933,0.10958929,0.041503947,0.10012407,0.13927022,0.07063401,0.13734666,0.084422685,0.043462474,0.055645112,0.08272816,0.12069136,0.07779615,0.105462015,0.02119016,0.064876854,0.058441542,0.067087024
happy,0.24886608,0.13903964,0.024073435,0.09211753,0.033101447,0.053966228,0.10076265,0.25960106,0.021426048,0.046407767,0.042871524,0.06967198,0.055876985,0.14054964,0.11979893,0.02818548,0.022610718,0.08515523,0.1959651
confused,0.057890616,0.020348968,0.03783244,0.10083712,0.09416496,0.12306002,0.177351,0.206676,0.06988937,0.082815275,0.084157065,0.11954641,0.034408104,0.026927713,0.13438039,0.026173297,0.046738967,0.11185766,0.060795236
solid,0,0.030519804,0.010122427,0.016153498,0,0.022658156,0,0.10197283,0.02912705,0.054319985,0.033134654,0.006521962,0.015252445,0.030740233,0,0.08778193,0,7.91E-04,0
adequate,0,0,0.03168105,0,0,0.03264589,0.04492927,0,0.040273026,0.003357015,0.03690569,0.017132483,0.001041392,0,0,0.016421417,0,0,0.03009035
approval,0.085756786,0.063401654,0.5513505,0.78290665,0.04809649,0,0.024960151,0,0.07297407,0.09326539,0.05360472,0.035316393,0.090757295,0.03606988,0.002294079,0.3444195,0.10494374,0.052457888,0.023551656
glad,0.06097923,0.0997742,0.12565641,0,0.026039502,0.029777389,0.18368903,0.22921842,0,0,0,0.017241588,0.029101187,0.103114724,0.087247655,0.088784106,0,3.49E-04,0.09732936
intrigue,0,0.041722406,0.10008793,0.018135017,0.043575328,0,0.51608477,0.51636167,0.02645962,0,0,0.13252532,0,0.47048256,0,0,0.036045052,0,0.08772354
dull,0.09610046,0.010387986,0,0.03039331,0,0.012455018,0.054174423,0.012324581,0.045269653,0.057893857,0,0.060532816,0.1044792,0.1023957,0.06475262,0.004221894,0.09829722,0.05100097,0
boring,0,0,0.019681642,0.018202884,0.038302667,0,0.059861433,0.08569763,0.07415643,0,0.008125712,0,0,0.042718157,0,0,0.023623196,0,0.067057766
angry,0,0,0,0.05755322,0.12362734,0,0.02330317,0.13468796,0,0.05929399,0.32588255,0.8021816,0,0.037392918,0,0.08905919,0,0.0873307,0.047068
focus,0.053039186,0.053306248,0,8.69E-04,0,0.036024537,0.003991412,0,0,0.007813487,0.047329992,0.032391742,0,0.25244513,0.00650145,0,0.037050817,0.065748155,0.1632154
focused,0.053039186,0.053306248,0,8.69E-04,0,0.036024537,0.003991412,0,0,0.007813487,0.047329992,0.032391742,0,0.25244513,0.00650145,0,0.037050817,0.065748155,0.1632154
good,0.045336355,0.09105745,0.03045988,0.010064296,0,0.030143678,0,0.03619353,0.07102028,0.096366175,0.003078984,0.031148952,0.01986118,0.08239651,0.020801665,0.10502921,0.031508155,0.029217357,0.20364995
blow,0.032993868,0.013077176,0.011159193,0,3.67E-04,0.001337778,0,0.19855818,0,0,0,0.04765946,0,0,0.051878575,0.025816955,0,0.017917033,0
right,0.020530734,0,0,0.02805255,0.10642807,0.054486662,0,0.052931763,0,0.010527166,0,0.01545447,0.06660802,0.05301747,0,0,0,0,0
hail,0.12474957,0.15921296,0.17105421,0.10432242,0.006558199,0.09540322,0.08981485,0.188162,0.019236358,0.013335206,0.049796488,0.086669154,0.11572936,0.007531109,0.062159114,0.13308984,0.005415394,0.00270434,0
hailed,0.12474957,0.15921296,0.17105421,0.10432242,0.006558199,0.09540322,0.08981485,0.188162,0.019236358,0.013335206,0.049796488,0.086669154,0.11572936,0.007531109,0.062159114,0.13308984,0.005415394,0.00270434,0
generous,0.045915354,0.101582274,0.14984432,0.10635711,0.010792957,0.009500958,0.03765115,0.023775022,0.058252838,0.01769889,0.016823912,0.016866103,0,0.007592242,0.032879733,0,0.1068408,0.032631952,0.077775136
expect,0.0333652,0.14182718,0.10203892,0.020824878,0.19868913,0.05088931,0.08364714,0.1718819,0.002341488,0,0.024567816,0.020825101,0.52056736,0.08250157,0.022242181,0.050845586,0.018579476,0.014732207,0.06258594
stingy,0,0.003639452,0,0.04918611,0.07669564,0.014719232,0,0,0,0.036536805,0.039208204,0.06942591,0,0.08172386,0,0,0.00129159,0.018776327,0.006471345
best,0.038757294,0,0.038226526,3.34E-04,0,0.011931212,0.030542018,0.1167302,0.047032792,0.05410001,0.08499039,0.029546417,0,0.0657942,0.029001787,0.08144009,0.030734655,0.07539777,0.20299055
worst,0,0.04751796,0,0.010741789,0.15447187,0.007036293,0,0,0,0.026274031,0.16710272,0.05250905,0,0.016977007,0,0.018917225,0,0,0.039785955
courage,0.06974077,0.25549436,0.2710719,0.023171432,0.010000627,0.023417613,0.058729503,0.02840118,0,0,0.021167444,0,0,0,0.027736086,0.005023288,0.13702427,0.040164426,0.12759891
shocked,0.08324326,0.028749874,0.079763904,0.027408049,0.060461037,0.07768383,0.40584156,0.8850466,0.04470139,0.10050491,0.048778996,0.29600486,0.03039806,0.07944813,0.14949754,0.035919335,0.04915481,0.15648143,0.038367197
problem,0.002928842,0.009481038,0.0638221,0.023177221,0.15852259,0.050671194,0,0.036638983,0,0,0.006233372,0.05312844,0.013434351,7.33E-04,0,0.11789963,0,0.019882653,0.009647247
positive,0.057939686,0.2523932,0.04182367,0.11013396,0,0.020820765,0,0.08856019,0,0.033016477,0,0.0345816,0.05670279,0.084201664,0.018327706,0.06926713,0.03342498,0,0.06230148
committment,0,0.099578895,0.24283746,0.19176486,0.020776702,0.0247326,0.020327592,0,0.10197008,0.07848712,0.021380935,0,0.018128118,0.18363747,0,0.10902217,0.17453437,0,0.18769939
committed,0,0.041306086,0.089799054,0.102038816,0.007683033,0.009145889,0.037630774,0,0.037707597,0.029023815,0.013400193,0,0.024511315,0.121529184,0,0.040315393,0.0645412,0,0.069409505
