Word,Joy,Optimism,Admiration,Acceptance,Fear,Apprehension,Amazement,Surprise,Loathing,Disgust,Rage,Anger,Anticipation,Interest,Sadness,Disapproval,Appreciation,Grief,Love
disillusioned,0,0,0,0,0.09381407,0,0,0,0.023052039,0.14241013,0.009893435,0.1905118,0,0,0,0.12305228,0,0,0
distrustful,0,0,0,0,0.15868492,0.12168061,0,0,0.21717088,0.033596773,0,0.084244885,0,0,0,0.2087869,0,0,0
misgiving,0,0,0,0,0.29201224,0.9507282,0,0,0.42054993,0.372598,0.1390628,0.27343026,0,0,0.35689482,0.47607392,0,0.20234291,0
unsure,0,0,0,0,0.19325747,0.14812769,0,0,0.05099833,0,0.077732846,0.003407543,0,0,0,0.06611794,0,0,0
tense,0,0,0,0,0.0707552,0.1549696,0,0,0,0,0.04885865,0.098213464,0,0,0,0,0,0,0
stressed,0,0,0,0,0.042473663,0.037710242,0,0,0,0,0.08318388,0.03698343,0,0,0.07692992,0,0,0.12455968,0
uncomfortable,0,0,0,0,0.15741277,0.0993817,0,0,0,0,0,0.09092537,0,0,0,0.10450442,0,0,0
disdainful,0,0,0,0,0.04453397,0,0,0,0.23579358,0.19486059,0,0.059236605,0,0,0,0.18058553,0,0,0
disoriented,0,0,0,0,0.10566488,0.08030912,0,0,0.039925802,0,0.053007763,0,0,0,0,0,0,0,0
frenzy,0,0,0,0,0.034606658,0.0955703,0,0,0.35536713,0.33040909,0.6259511,0.31495263,0,0,0.083997115,0,0,0,0
frenzied,0,0,0,0,0.034606658,0.0955703,0,0,0.25536713,0.23040909,0.5259511,0.21495263,0,0,0.083997115,0,0,0.13940676,0
capable,0.02139955,0.051975545,0.354619003,0,0,0,0.00462564,0,0,0,0.003138796,0.01754451,0.11518537,0.156159,0.044467706,0.10123293,0.004149557,0,0
capably,0.02139955,0.051975545,0.354619003,0,0,0,0.00462564,0,0,0,0.003138796,0.01754451,0.11518537,0.156159,0.044467706,0.10123293,0.004149557,0,0
incapable,0,0,0,0,0,0.07792903,0,0,0.09595081,0.078871414,0.076009825,0,0,0,0.05038763,0.5569065,0,0.056283873,0
paralyzed,0,0,0,0,0.15548794,0,0,0,0.19518435,0.1604348,0.08717601,0.05626601,0,0,0.07392545,0.075135134,0,0.04464645,0
inferior,0,0,0,0,0.023544582,0.10006608,0,0,0.11051226,0.07446054,0,0,0,0,0.003412,0.033168994,0,0,0
vulnerable,0,0,0,0,0.18164663,0.078538746,0,0,0.05665502,0.064283766,0.060253706,0.060183737,0,0,0.0845521,0.027729044,0,0.04252486,0
vulnerably,0,0,0,0,0.18164663,0.078538746,0,0,0.05665502,0.064283766,0.060253706,0.060183737,0,0,0.0845521,0.027729044,0,0.04252486,0
distressed,0,0,0,0,0.120381184,0.25680685,0,0,0.122480005,0.21709643,0.11470346,0.19596379,0,0,0.36980975,0.08829827,0,0.3945244,0
pathetic,0,0,0,0,0,0,0,0,0.10440691,0.23674017,0.17579396,0.041988414,0,0,0.20111218,0.38169153,0,0.18066692,0
doomed,0,0,0,0,0.21504539,0.259714,0,0,0.16334689,0.14021993,0,0.027349561,0,0,0.2121073,0.17662314,0,0.07678939,0
overwhelmed,0,0,0,0,0.09950046,0.025401343,0,0,0.022459399,0,0.12759379,0.06947145,0,0,0.14042498,0,0,0.2370789,0
incapacitated,0,0,0,0,0,0.13423006,0,0,0.048973177,0.030233748,0.03613931,0,0,0,0.04294667,0.05014919,0,0.059188,0
jittery,0,0,0,0,0.15848066,0.2847799,0,0,0.10938768,0.025407564,0,0.07132121,0,0,0,0.010651778,0,0,0
uninterested,0,0,0,0,0.037651293,0.02191988,0,0,0.036517374,0.09309319,0,0,0,0.20868337,0,0.12614161,0,0,0
terror,0.17138726,0.05768072,0.033827323,0,0.8191474,0.25400212,0.2681381,0.19056721,0.15177536,0.17463273,0.2929557,0.21707225,0.14116004,0,0.21078636,0.004422061,0.001209636,0.27385518,0
terrified,0.17138726,0.05768072,0.033827323,0,0.8191474,0.25400212,0.2681381,0.19056721,0.15177536,0.17463273,0.2929557,0.21707225,0.14116004,0,0.21078636,0.004422061,0.001209636,0.27385518,0
suspicious,0,0,0,0,0.12761785,0.20095487,0,0,0.07808272,0,0,0.1,0,0,0,0.1247743,0,0,0
anxious,0,0,0,0,0.21339683,0.20220105,0,0,0,0,0,0.08330509,0,0,0,0,0,0,0
alarmed,0,0,0,0,0.6119221,0.29177737,0,0,0.20480065,0.220723,0.10050656,0.13270728,0,0,0.09341995,0.22190654,0,0.08807462,0
panicked,0,0,0,0,0.8164253,0.32783443,0,0,0.26883382,0.26020068,0.33853188,0.29486954,0,0,0.2433302,0,0,0.27855593,0
threatened,0,0,0,0,0.48505813,0,0,0,0,0,0.05060816,0.037240542,0,0,0,0.017126346,0,0,0
cowardly,0,0,0,0,0.22603077,0.114231475,0,0,0,0.058168504,0.10557303,0,0,0,0,0.11733556,0,0,0
helplessness,0,0,0,0,0.30440333,0.42021915,0,0,0.4496484,0.44745308,0.3314784,0.34706765,0,0,0.89770466,0,0,0.4215543,0
certain,0.014917831,0.10366085,0.09097889,0.08320983,0,0,0.0489788,0.0930717,0,0,0,0,0.101366945,0.043447815,0,0,0,0,0
confident,0.104808,0.31460723,0.06368319,0.092815906,0,0,0,0,0,0,0,0,0.23650683,0.06699658,0,0,0.03546681,0,0
delighted,0.6832611,0.1211491,0.3989857,0.013005005,0,0,0.49481416,0.42801398,0,0,0,0,0.27773958,0.15395947,0,0,0.211179,0,0.1826095
ecstatic,0.6040085,0.11531283,0.19971947,0,0,0,0.3638526,0.1930377,0,0,0,0,0.2619825,0.0407237,0,0,0.06737162,0,0.050862193
ecstatically,0.4040085,0.11531283,0.19971947,0,0,0,0.3638526,0.1930377,0,0,0,0,0.2619825,0.0407237,0,0,0.06737162,0,0.050862193
extremely,0,0.02058552,0,0.029292338,0,0,0.07376779,0.09475816,0,0,0,0,0.019403983,0.024703043,0,0,0,0,0
approve,0.085756786,0,0.5513505,0.843508,0,0,0,0,0,0,0,0,0,0,0,0,0.052058876,0,0.030063966
approval,0.085756786,0,0.5513505,0.843508,0,0,0,0,0,0,0,0,0,0,0,0,0.052058876,0,0.030063966
honored,0.027351568,0,0.14885369,0.4676659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed,0.12606068,0.067596056,0.033293925,0.08880926,0,0,0.021898208,0.03355162,0,0,0,0,0.04888495,0.03355162,0,0,0,0,0
astonishing,0.023128293,0.082795605,0.17565769,0,0,0,0.3798991,0.28731486,0,0,0,0,0,0.06177716,0,0,0.0176023,0,0.037808474
astounded,0,0.0115405,0.18940176,0,0,0,0.84186363,0.9083772,0,0,0,0,0,0.01192723,0,0,0.020089397,0,0.005591732
secure,0.023303976,0,0,0.14266011,0,0,0,0,0,0,0,0,0.056959398,0.09487831,0,0,0,0,0
honest,0.09929533,0.06614954,0.06409504,0.025181258,0,0,0.02998014,0,0,0,0,0,0,0.042084087,0,0,0.15252207,0,0.072687685
excellent,0,0,0.09864563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09870468,0,0.047108468
blissful,0.23806174,0.07910162,0,0,0,0,0.025705524,0.04880534,0,0,0,0,0.035436723,0,0,0,0,0,0.028402017
joyous,0.9043999,0.2872566,0.061649054,0.06504518,0,0,0.19489177,0.14781187,0,0,0,0,0.25630093,0,0,0,0,0,0.015093608
gleeful,0.30941856,0.07834751,0.13258648,0.015680684,0,0,0.34136766,0.047959726,0,0,0,0,0,0,0,0,0,0,0.009927299
festive,0.19824614,0.1711647,0,0,0,0,0,0.061127726,0,0,0,0,0.174262,0,0,0,0,0,0
satisfied,0.16082326,0.07511418,0.112445086,0.08487801,0,0,0.12090073,0.16522719,0,0,0,0,0.077408105,0.18507107,0,0,0.05595889,0,0.04910862
cheerful,0.1655177,0.27484494,0,0.015250967,0,0,0.09842912,0.10508584,0,0,0,0,0,0.009240438,0,0,0,0,0
sunny,0.063551545,0.12301402,0.014137324,0,0,0,0.015563063,0,0,0,0,0,0,0,0,0,0,0,0.011292051
jubilee,0.60047536,0.4551347,0.04654516,0.019355975,0,0,0.2068012,0.14957567,0,0,0,0,0.1942439,0,0,0,0.026285928,0,0
jubilant,0.30047536,0.2551347,0.04654516,0.019355975,0,0,0.2068012,0.14957567,0,0,0,0,0.1942439,0,0,0,0.026285928,0,0
jovial,0.10002586,0.17874727,0,0,0,0,0.06275987,0,0,0,0,0,0.0516192,0.044375487,0,0,0,0,0
glorious,0.305048,0.087951936,0.10788795,0.04856086,0,0,0.03925454,0,0,0,0,0,0.038573727,0.029443886,0,0,0.0332884,0,0.13466948
innocent,0,0.05074588,0.025343152,0.027853535,0,0,0.039541706,0.018225372,0,0,0,0,0.02645327,0.11289959,0,0,0.030339139,0,0.1251455
gratify,0.076545104,0,0.0421701,0,0.052254573,0.08647753,0.025631055,0.002817936,0.21766216,0.1830316,0.06534928,0.09478973,0,0.06428813,0.082816504,0.018354835,0,0.07883266,0.077572726
gratified,0.076545104,0,0.0421701,0,0.052254573,0.08647753,0.025631055,0.002817936,0.21766216,0.1830316,0.06534928,0.09478973,0,0.06428813,0.082816504,0.018354835,0,0.07883266,0.077572726
euphoric,0.65207916,0.4735306,0.12069416,0.047279276,0,0.07374761,0.16017644,0.026158368,0.06390231,0.15206842,0.04452252,0.002376359,0.11146025,0.033608504,0.060432773,0,0.052590635,0.11244333,0
euphoria,0.85207916,0.6735306,0.12069416,0.047279276,0,0.07374761,0.16017644,0.026158368,0.06390231,0.15206842,0.04452252,0.002376359,0.11146025,0.033608504,0.060432773,0,0.052590635,0.11244333,0
on top of the world,0.023398273,0.006265636,0,0,0,0,0,0.003849875,0,0,0.075048015,0.06283571,0.061841723,0.07877839,0,0,0.019945346,0,0.002767046
playful,0.035045046,0.064633116,0.020066226,0,0,0,0.045151174,0.047059286,0.011297409,0.018274846,0,0,0.006644095,0.018525055,2.11E-04,0,0.051898714,0,0.07338634
courageous,0.002292796,0.0282346,0,0,0.034304228,0,0.029880807,0.038573824,0,0.060640767,0.003631776,0.03266299,0,0,0.036298394,0,0,0.04224632,0
energetic,0,0,0,0,0,0.0467653,0.024088707,0,0,0,0,0,0,0,0,0,0,0.003575156,0
liberated,0.014693061,0,0.003985564,0,0,0,0,1.76E-04,0,0.03634119,0.013487502,0,0,0,0,0,0.04625944,0.09003615,0.08608061
optimistic,0.013964826,1,0,0,0,0.061693717,0.008496664,0,0,0,0,0,0.098394796,0,0.013560116,0,0,0,0
animated,0,0,0.013397896,0,0.010418145,0.041793443,0.021939347,0,0,0.021507993,0.004835598,0.029447207,0,0,0,0.0396792,0.003422624,0.015112043,0.059196793
spirited,0.03662968,0.01034687,0.03547771,0.012699793,0.01888015,0.024024088,0.046121735,0.051087562,0,0.06358373,0.0500929,0.01558998,0.066858284,0,0.048044793,0.00973212,0.029725313,0.056446105,0.02608044
thrilled,0.20158434,0,0,0,0,0,0,0.116888985,0.006738029,0.005282905,0.047869742,0.037700266,0.039935417,7.25E-04,0.045568194,0,0.07415814,0.006599408,0.04594025
wonderful,0.107084535,0,0,0,0.017682718,0,0,0.014471669,0,0,0,0,0,0,0,0,5.68E-04,0.018704232,0.086499825
exhilarated,0.09281605,0,0.005584686,0,0,0.007323384,0.03105634,0,0.17507814,0.12271469,0.019310646,6.10E-04,0.067183614,0,0.075032964,0,0.054603606,0.054448277,0
spunky,0,0.004442175,0,0.025701223,0,0,0.027676987,0.05009549,0,0,0,0,0,0.054370873,0,0,0,0.015918212,0.15074833
youthful,0.022209404,0.08618178,0,0,0,0,0,0,0,0,0.04120478,0.02604132,0.008494031,0.022650415,0.015707614,0,0,0,0.00692618
vigorous,0.034189597,0.040050115,0.001501559,0.024393963,0,0.047569927,0,0,0.003165946,0.03946713,0.049996577,0.032651987,0.063254975,0,0,0.054320402,0.04705111,0.037593056,0.026939092
tickled,0.05898804,0,0.010108684,0,0,0,0,0,0.11262237,0.023048498,0,0,0.004102666,0.054273173,0.010333937,0,0.009010114,0,0.017719658
comfortable,0.017348778,0,0.08263853,0.07898431,0.011424529,0.065758765,0.02413337,0.048556816,0.022364818,0.045105465,0,0.03802937,0,0,0.008889647,0.091355436,0,0.019455316,0
pleased,0,0,0,0,0.022863235,0,0,0.03276346,0,0,0,0.033334084,0,0.02734141,5.57E-04,0,0,0,0
encouraged,0,0,0,0.07452566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007084065,0
surprised,0.017187582,0.024479598,0.004901929,0,0.042165887,0,0,0.8850466,0,0,0,0.001050083,0,0,0.004791049,0,0.016841348,0,0.021269517
content,0,0,0,0.003373019,0,0,0,0,0.041401148,0,0.031536147,0,0,0.001369303,0,0,0,0,0
serene,0,0.006105622,0,0,0,0.039492514,0.055079583,0,0,0,0,0,0,0,0.021674221,0,0,0.015587258,0.022238813
blessed,0.1403946,0,0,0,0.024499271,5.32E-04,0.048274226,0.021484409,0.055479914,0,0.046213098,0,0,0,0.06806526,0,0.030363925,0.056490283,0.038072236
motivated,0.015253803,0,0,0.0331532,0.045189753,0,0,0.045867447,0,0,0.016391005,0.04740716,0,0.14648218,0,0,0,0.019818828,0.00549265
eager,0,0.071730584,0,0.053856485,0,0,0,0,0,0.013763473,0,0.046719156,0.057555772,0.051720306,0,0,0,0,0
keen,0.019812264,0.03640486,0.07199017,0,0.019279571,0.050976846,0.027680207,0,0.07457945,0.06844847,0.001450413,0.04683106,0.06688486,0.17724611,0.035696406,0.044561002,0.08932651,0,0
earnest,0.056183346,0,0.022841556,0.050678518,0,0.007092569,0.16392308,0,0.07426009,0.046426028,0.15031709,0,0,0,0.06762885,0.02749102,0,0.024241766,0.016622286
inspired,0,0.049556,0.14559838,0.024684854,0,0.02504807,0.05010699,0.059154578,0.02520824,0.034393307,0.047154568,0.046422467,0.06936099,0.078927636,0,0.042897765,0.04590614,0.07571688,0.052781567
enthusiastic,0.032923248,0.040564757,0.1347467,0.08963739,0,0,0.039004583,0.014045783,0.024503943,0.057753436,0.048996914,0.05002144,0.058969196,0,0,0.035047267,0.054469906,0.063031055,0.03469921
enthusiastically ,0.32923248,0.40564757,0.1347467,0.08963739,0,0,0.039004583,0.014045783,0.024503943,0.057753436,0.048996914,0.05002144,0.058969196,0,0,0.035047267,0.054469906,0.063031055,0.03469921
bold,0,0.004906483,0,0,0,0.007206459,0,0.16537929,0,0,0,0,0,0,0,0,0,0,0
daring,0.038407553,0.048016537,0.029028283,0,0,0.11354641,0.027601512,0.1870122,0.027743064,0.037863832,0,0.039070737,0.08882592,0.07798639,0.047597285,0.017824456,7.27E-04,0,0.00607125
hope,0,0.018832184,0,0.02470861,0,0.002767969,0,0,0.015640065,0,0,0,0,0,0.005546751,0.028480114,0,0,0
upbeat,0.03975935,0.07243642,0.038389537,0.03367122,0,0.052228417,0.13888319,0,0.081820324,0,0,0,0.02814777,0,0.12425031,0,0.10593811,0.11094288,0.07348349
fine,0,0,0,0,0,0.047020804,0,0.047020804,0,0,0,9.72E-04,0,0,0,0,0.02170934,0,0
okay,0.010492574,0,0.01957845,0,0.035247505,0.020113599,0.020113599,0,0.125993,0.08006135,0.12750682,0.06333318,0.001652922,0,0.09288084,0.06741076,0.007762079,0.033113237,0
grateful,0.03578683,0,0,0,0.030609993,0,0.025898289,0,0.07099286,0.044463832,0,0.060950965,0,0,0.055054672,0,0.003880499,0.012368675,0
carefree,0.026230708,0.030105175,0.014164286,0.02304446,0,0,0,0,0.00392695,0,0,0,0,0.02721973,0,0,0.037100337,0,0
forgiving,0.02898761,0.03250767,0.085143395,0.04297157,0.019912899,0.033762995,0.015396046,0,0,0.03634575,0,0,0.07083227,0.05017904,0.04113244,0.02112216,0,0.04343906,0.05978285
sincere,0.007028788,0,0.08044292,0.002443377,0.008225342,0.0082584,0.03238851,0.002722875,0.06405849,0.09273241,0,0.01951358,0,0.013387974,0.056467798,0.060649563,0.027988447,0.06473192,0.108831674
tenacious,0,0.010503144,0,0.02024411,0,0,0.034251656,0,0,0.009278969,0,0,0,0.024681611,0.006491535,0,0,0.021085316,0.023405751
exuberant,0.0249628,0.07210242,0,0.060604792,0,0,0,0,0,0,0,0,0.080492,0.061409105,0,0,0.13086948,0,0.043832764
exuberance,0.7210242,0.249628,0,0.060604792,0,0,0,0,0,0,0,0,0.080492,0.061409105,0,0,0.13086948,0,0.043832764
privileged,0.064826526,0,0.045717124,0,0,0.05998009,0.013764629,0,0.038651366,0.005352686,0.029419413,0.02204553,0,0.039034378,0.059326082,6.35E-04,0.01230384,0.039520912,0
empowered,0.07504902,0,0,0,0.07718785,0.04335486,0,0,0.039044537,0.0382053,0.026377881,0.11751994,0,0.050553784,0.06055081,0.032233935,0.015361299,0.0783404,0.03365774
lousy,0.012430634,0,0.016283289,0,0.03281656,0,0.02114701,0,0.07775793,0.04227517,0,0,0,0.005220463,0.0733297,0.04167062,0.018780662,0.07092158,0.064994656
disappointed,0.026251638,0.056613423,0,0,0.026939971,0.009221407,0.025869697,0.14561819,0,0,0,0.07830246,0.012870093,0,0.025288375,0,0.032145903,0,0.050521307
discouraged,0.04018579,0.079174705,0,1.11E-04,0.005421316,0,0,0,0.008954803,0,0,0,0,0,0,0,0,0.016612165,0
ashamed,0.12805387,0,0.043102648,0,0.042244617,0.039077517,0.13761386,0.051697336,0.20128264,0.053516954,0.04713353,0.02419608,0.02056015,0,0.12883638,0,0.03925957,0.054187,0.030608824
diminished,0,0,0,0,0,0.018495249,0.018658506,0,0.014729083,0.028114032,0,0.03110132,0,0,0.05780981,0.06423492,0,0.05303337,0
guilty,0.10682509,0,0.057444453,0.08456131,0,0,0.13910514,0.014034295,0.026973706,0.057105683,0,0,0,0,0.07385827,0.05933871,0.013606696,0.017287914,0.011084501
guiltily,0.10682509,0,0.057444453,0.08456131,0,0,0.13910514,0.014034295,0.026973706,0.057105683,0,0,0,0,0.07385827,0.05933871,0.013606696,0.017287914,0.011084501
dissatisfied,0,0,0,0.1324292,0.032612737,0.108179495,0,0.012004405,0.05152421,0.16834287,0.03380673,0.112612404,0,0,0.03412,0.07620357,0.029408937,0,0
miserable,0.10392103,0,0.021545488,0,0,0.036399715,0.024768297,0,0.03984235,0.07939523,0.030818002,0.037537187,0,0,0.05826014,0.03475806,0,0.10325572,0.09688782
repugnant,0.058732968,0.003849726,0.047310364,0.011137505,0.038425755,0.015193,0.14413375,0,0.111875765,0.08429201,0.00700243,0.014539252,0,0,0.07585029,0,0,0.009609165,0
abominable,0.06088639,0.004487995,0.021248022,4.84E-04,0.044099808,0.010481562,0.054639533,0,0.08658902,0.051659267,0.08514327,0.084350966,0,0.029549628,0.069848046,0.020228235,0,0.05764077,0.001773455
in despair,0.4680996,0.28474846,0.40201306,0.11210794,0.3616983,0.51663804,0.52817106,0.09366533,0.54747605,0.5554167,0.41725266,0.4491997,0.34640792,0,0.6305832,0.29780176,0.11698625,0.53587866,0.18703365
sulky,0,0,0,0,0,0,0.014588974,0.020254215,0,0,0,0,0,0,0,0.002467096,0.076390944,0,0
bad,0.022226097,0.027995605,0.032851942,0,0.08207887,0,0.0474762,0,0.041656855,0.02045976,0.009371987,0.023650093,0,0.04018136,0.042440165,0.061670892,0.026264966,0.026581574,0.078305125
upset,0.085079096,0,0,0.007754197,0,0.02113049,0.017865075,0.19428615,0,0,0,0,0,0,0.013855463,0,1.95E-06,0,0
doubtful,0,0.013476598,0.01571819,0.043066744,0,0.083987616,0.062654376,0,0,0.019739551,0.024630088,0,0.071222425,0,0.035299037,0.040017296,0.06393153,0,0
uncertain,0,0.07122369,0,0.035224788,0,0.09239061,0.06931414,0,0,0.013322052,0.017749554,0,0.06450495,0.014515141,0,0.044603236,0,0,0.023531249
indecisive,0,0.015146177,0.014964242,0.053942487,0.020553395,0.04432022,0.013240787,0.026613446,0,0.027717525,0,0,0.021533549,0.006619205,0,0.014344143,0,0,0
embarrassed,0,9.73E-04,0,0,0,0,0,0.055693116,0,0,0,0.09430182,0,0,0.003589974,0,0,0.012338515,0
hesitant,0,0.107894845,0.029071175,0.041203097,0.04646751,0.13087247,0.021857973,0.004165672,0.04446759,0.042516418,0.007257115,0.029074775,0.037794992,0.026911005,0.022010924,0.008301761,0.04230187,0.033407293,0
shy,0.005759399,0,0.0558218,0.015054516,0.02981467,0.06098268,0.028158836,0.047786903,0.047310118,0.02035341,0,0,0,0,0.054446828,0.049080465,0.04648712,0.039587736,0.010020984
disillusioned,0.001270801,0,0.010685673,0.07311661,0.004970824,0.033125356,0,0.035857655,0.03389081,0.12140278,0.085425355,0.12883662,0.034645427,0,0,0,0.030494876,0.008934752,0.022520492
skeptical,0,0.092455246,0.029047623,0.049365852,0.05404713,0.05423223,0.004019361,0,0.014863656,0.05513499,0,0.08995261,0.030759593,0.013712968,0,0.08252563,0.015511643,1.18E-04,0
distrustful,0,0.025141276,0.002265335,0.045778725,0.03740701,0.11453267,0.009037842,0,0.07455925,0.08547837,0.057007078,0.047949124,0.07740333,0,0,0.044350643,0,0,0.03289216
misgiving,0.14041841,0.3136009,0.52278286,0.070340626,0.41194743,1,0.4801926,0.04985997,0.5887737,0.6087815,0.25829673,0.45132455,0.3319059,0.09949424,0.48812518,0.5140907,0.2573736,0.39312765,0.07792255
uneasy,0,0.07145053,0,0,0.0585476,0.16578601,0.054093517,0.033504,0.07061455,0.09522784,0.01733795,0.08138417,0.08937805,0,0.002793877,0,0,0.012470208,0.017834613
irritated,0,0,0,0.0790832,0,0,0,0,0.031528167,0.012760701,0,0.15226553,0,0,0,0,0,0,0
hostile,0.08666217,0.007826174,0.08680579,0,0.012723933,0.08460807,0.09906994,0.02272508,0.118828714,0.05767723,0.06474995,0.026568431,0.060571913,0,0.08365058,0.17088638,0.011861774,0.12685312,0.023158288
insult,0,0,0.009893566,0.053479638,0,0,0,0.029412165,0,0,0,0.03597383,0.010671783,0,0,0.015076729,0.016419573,0,0.017234005
annoy,0,0,0,0.049816087,0,0,0,0,0,0.005717589,0,0.11370018,0,0,0,0,0,0,0
hateful,0.029062524,0,0.019524043,0.05685484,0.11178975,0.018827185,0.012391003,0,0.09353198,0.053170096,0.053148843,0.07190206,0,0,0.08284491,0.004830285,0,0.065332666,0.045952998
unpleasant,0.059311748,0,0,0,0.04090794,0.054894865,0,0,0,0.024788527,0,0.07053383,0,0,0.029748946,0,0,0.03131397,0
bitter,0.07051456,0,0,0,0.07079032,0.002566727,0.03084569,0,0.060616273,0.04150253,0.10328704,0.10803334,0,0,0.051865704,0,0,0.07275565,0
inflamed,0,0,0,0.028526157,0.003004244,0.003857526,0,0,0.034157205,0.08651466,0.1997725,0.19348554,0,0,0,0,0,0,0
incensed,0,0,0,0.07592835,0.008894173,0,0,0,0.041214146,0.072189264,0.088527724,0.19071154,0,0,0,0,0.009090886,0,0.013133207
cross,0,0,0.012972569,0.058375288,0.022950405,0.03600845,0,0.019035814,0,0.002884311,0.03192395,0.001379954,0.05096231,0.0340251,0,0.03972313,0.024396915,0.015451552,0.022900237
worked up,0.015872052,0.02558864,0.07503117,0.010002401,0.02360243,0.030549603,0.038322803,0,0.06059291,0.004483917,0.015154679,0.00521849,0.02485507,0.012434579,0.009817619,0.05599951,0.008320652,0,0.047741618
boiling,0.002365405,0,0.00134211,0.062803164,0.003193999,0.031440165,0.003440928,0,0,0.06639227,0.16941838,0.12017351,0.026904482,0.048364937,0,0.026961526,0,0,0
fuming,0,0,0.041915063,0,0.02118197,0.012728469,0.054215536,0,0.021946128,0.06334356,0.084003665,0.10954374,0,0,0.001224083,0.087182984,0,0.014853603,0
indignant,0,0.028045097,0.08829234,0.008143819,0.071334116,0,0.28229234,0.2477135,0.1417492,0.23518653,0.13654126,0.18231504,0,0.016610052,0.068501495,0.20484155,0,0.10384637,0
crushed,0.035603847,0.005738988,0.032268986,0.012358983,0.020971537,0.017655998,0.059153665,0.034410086,0.030966735,0,0.004226934,0,0.058595866,0.03256814,0.0367165,0.06650057,0.013678006,0.051536407,0.060112257
tormented,0.16271901,0,0,0.06531184,0.044523854,0.038853347,0,0,0.047587134,0.03770257,0.2099961,0.10591838,0.04462435,0.008624801,0.20507602,0,0,0.23861146,0.100628376
deprived,0.11019502,0,0,0,0.013835534,0.026722042,0.021728726,0.06605512,0.017972548,0,0,0.040982205,0.07625184,0.01826145,0.00119877,0.007120531,0.04401407,0,0.015806058
pained,0.06483823,0.010915868,0.13553242,0.014920784,0.06763035,0.056998577,0.36587676,0.19165331,0.030768745,0.23527636,0.052090023,0.12260665,0.012109027,0.022323556,0.33788258,0.17520368,0.03845382,0.22981161,0
torture,0,0.044368785,0.013432276,0.07988709,0.005910838,0.019138465,0,0,0,0,0,0,0,0.025609456,0.025609456,0,0.00305094,0,0.03592243
rejected,0,0.023613527,0.030302672,0.40182462,0.05820004,0.015365249,0.016981049,0.02356369,0.03200214,0.074511416,0.0419905,0.088375784,0,0.03371551,0.041641057,0.16992235,0.01374961,0.021740234,0.026616925
afflicted,0,0.018153258,0.01610469,0.028953087,0.004231624,0,0,0,0,0,0.068409555,0,0,0.03428218,0,0,0,0.011501359,0.040108636
aching,0.15734062,0,0.00497391,0,0.004965214,0.03416994,0.09185345,0,0.004032156,0.075362496,0.042892974,0.053575244,0.04003251,0.26199076,0,0,0,0.1968135,0.074520916
victimized,0,0,0.02223311,0.012236215,0.061716408,0.022524072,0,0.015198712,0.027163956,0,0.10791076,0.06964403,0,4.29E-04,0.006343575,0.06588567,0,0.045460872,0
humiliated,0.07130127,0.001466657,0.033538584,0.0473487,0.037802152,0.050704513,0.07557775,0.11044714,0.047240283,0.07743562,0.07258838,0.10659698,0.01592052,0,0.11848781,0.057663385,0,0.10695872,0.031119693
wronged,0,0.018592415,0.043406896,0,0.008862253,0.017780421,0.037762765,0.039539367,0.11819005,0,0.06315625,0.07228017,0,0.08285127,0.0942218,0.049916256,0.017894505,0.08095208,0.011734838
tearful,0.08092992,0,0.06675607,0.09605785,0.03806925,0,0.16120726,0.06388682,0,0.043357156,0.043909766,0.023269596,0.058842447,0,0.2239367,0,0,0.25969714,0.07023271
sorrowful,0.05296804,0.04085921,0,0.003315099,0.026303677,0.052944787,0.18255398,0.05838182,0,0.08645501,0.027224652,0.003915888,0.041296937,0.023803014,0.7862376,0.029485343,0.020581163,0.301511,0.001967388
grief,0.3529951,0.12911074,0.29674992,0.03373591,0.20203881,0.23772167,0.32189748,0.08177853,0.297428,0.32860878,0.46263346,0.48467416,0.07418213,0.03463469,1,0.1645311,0.13579692,1,0.22652683
grieved,0.3529951,0.12911074,0.29674992,0.03373591,0.20203881,0.23772167,0.32189748,0.08177853,0.297428,0.32860878,0.46263346,0.48467416,0.07418213,0.03463469,1,0.1645311,0.13579692,1,0.22652683
desolate,0,0.031501852,0.010408516,0.00182,0.02518491,0.050378032,0.002814495,0,0.025254533,0,0.03386498,0,0.023638772,0.024581559,0.05265042,0,0.001103818,0.017632984,0.034887955
unhappy,0,0,0,0,0.17822982,0.07461518,0.040715046,0.16256717,0.06641555,0.024705246,0.07756214,0,0,0,0.5291647,0.16619791,0,0.14792544,0
lonely,0,0,0,0,0.091220826,0,0,0,0,0,0,0,0,0,0.12648371,0,0,0.13300198,0
mournful,0,0,0,0,0.05809523,0.027060216,0,0,0.026633374,0.03872139,0,0,0,0,0.33821583,0.01103255,0,0.22468065,0
dismayed,0,0,0,0,0.19403619,0.43895137,0,0,0.4958712,0.687276,0.30534753,0.42509013,0,0,0.51392937,0.5099149,0,0.38254642,0
fearful,0,0,0,0,0.77405834,0.23038335,0,0,0.07013052,0,0.1461524,0.17125261,0,0,0,0.015111844,0,0,0
nervous,0,0,0,0,0.21137568,0.2559362,0,0,0.03962245,0.0750855,0.0876245,0.07185487,0,0,0,0,0,0.006535216,0
